Position,Level,Salary
level,4.495,0
level,4.496,0
level,4.497,0
level,4.498,0
level,4.499,0
level,4.500,0
level,4.501,0
level,4.502,0
level,4.503,0
level,4.504,0
level,4.505,0
level,4.506,0
level,4.507,0
level,4.508,0
level,4.509,0
level,4.510,0
level,4.511,0
level,4.512,0
level,4.513,0
level,4.514,0
level,4.515,0
level,4.516,0
level,4.517,0
level,4.518,0
level,4.519,0
level,4.520,0
level,4.521,0
level,4.522,0
level,4.523,0
level,4.524,0
level,4.525,0
level,4.526,0
level,4.527,0
level,4.528,0
level,4.529,0
level,4.530,0
level,4.531,0
level,4.532,0
level,4.533,0
level,4.534,0
level,4.535,0
level,4.536,0
level,4.537,0
level,4.538,0
level,4.539,0
level,4.540,0
level,4.541,0
level,4.542,0
level,4.543,0
level,4.544,0
level,4.545,0
level,4.546,0
level,4.547,0
level,4.548,0
level,4.549,0
level,4.550,0
level,4.551,0
level,4.552,0
level,4.553,0
level,4.554,0
level,4.555,0
level,4.556,0
level,4.557,0
level,4.558,0
level,4.559,0
level,4.560,0
level,4.561,0
level,4.562,0
level,4.563,0
level,4.564,0
level,4.565,0
level,4.566,0
level,4.567,0
level,4.568,0
level,4.569,0
level,4.570,0
level,4.571,0
level,4.572,0
level,4.573,0
level,4.574,0
level,4.575,0
level,4.576,0
level,4.577,0
level,4.578,0
level,4.579,0
level,4.580,0
level,4.581,0
level,4.582,0
level,4.583,0
level,4.584,0
level,4.585,0
level,4.586,0
level,4.587,0
level,4.588,0
level,4.589,0
level,4.590,0
level,4.591,0
level,4.592,0
level,4.593,0
level,4.594,0
level,4.595,0
level,4.596,0
level,4.597,0
level,4.598,0
level,4.599,0
level,4.600,0
level,4.601,0
level,4.602,0
level,4.603,0
level,4.604,0
level,4.605,0
level,4.606,0
level,4.607,0
level,4.608,0
level,4.609,0
level,4.610,0
level,4.611,0
level,4.612,0
level,4.613,0
level,4.614,0
level,4.615,0
level,4.616,0
level,4.617,0
level,4.618,0
level,4.619,0
level,4.620,0
level,4.621,0
level,4.622,0
level,4.623,0
level,4.624,0
level,4.625,0
level,4.626,0
level,4.627,0
level,4.628,0
level,4.629,0
level,4.630,0
level,4.631,0
level,4.632,0
level,4.633,0
level,4.634,0
level,4.635,0
level,4.636,0
level,4.637,0
level,4.638,0
level,4.639,0
level,4.640,0
level,4.641,0
level,4.642,0
level,4.643,0
level,4.644,0
level,4.645,0
level,4.646,0
level,4.647,0
level,4.648,0
level,4.649,0
level,4.650,0
level,4.651,0
level,4.652,0
level,4.653,0
level,4.654,0
level,4.655,0
level,4.656,0
level,4.657,0
level,4.658,0
level,4.659,0
level,4.660,0
level,4.661,0
level,4.662,0
level,4.663,0
level,4.664,0
level,4.665,0
level,4.666,0
level,4.667,0
level,4.668,0
level,4.669,0
level,4.670,0
level,4.671,0
level,4.672,0
level,4.673,0
level,4.674,0
level,4.675,0
level,4.676,0
level,4.677,0
level,4.678,0
level,4.679,0
level,4.680,0
level,4.681,0
level,4.682,0
level,4.683,0
level,4.684,0
level,4.685,0
level,4.686,0
level,4.687,0
level,4.688,0
level,4.689,0
level,4.690,0
level,4.691,0
level,4.692,0
level,4.693,0
level,4.694,0
level,4.695,0
level,4.696,0
level,4.697,0
level,4.698,0
level,4.699,0
level,4.700,0
level,4.701,0
level,4.702,0
level,4.703,0
level,4.704,0
level,4.705,0
level,4.706,0
level,4.707,0
level,4.708,0
level,4.709,0
level,4.710,0
level,4.711,0
level,4.712,0
level,4.713,0
level,4.714,0
level,4.715,0
level,4.716,0
level,4.717,0
level,4.718,0
level,4.719,0
level,4.720,0
level,4.721,0
level,4.722,0
level,4.723,0
level,4.724,0
level,4.725,0
level,4.726,0
level,4.727,0
level,4.728,0
level,4.729,0
level,4.730,0
level,4.731,0
level,4.732,0
level,4.733,0
level,4.734,0
level,4.735,0
level,4.736,0
level,4.737,0
level,4.738,0
level,4.739,0
level,4.740,0
level,4.741,0
level,4.742,0
level,4.743,0
level,4.744,0
level,4.745,0
level,4.746,0
level,4.747,0
level,4.748,0
level,4.749,0
level,4.750,0
level,4.751,0
level,4.752,0
level,4.753,0
level,4.754,0
level,4.755,0
level,4.756,0
level,4.757,0
level,4.758,0
level,4.759,0
level,4.760,0
level,4.761,0
level,4.762,0
level,4.763,0
level,4.764,0
level,4.765,0
level,4.766,0
level,4.767,0
level,4.768,0
level,4.769,0
level,4.770,0
level,4.771,0
level,4.772,0
level,4.773,0
level,4.774,0
level,4.775,0
level,4.776,0
level,4.777,0
level,4.778,0
level,4.779,0
level,4.780,0
level,4.781,0
level,4.782,0
level,4.783,0
level,4.784,0
level,4.785,0
level,4.786,0
level,4.787,0
level,4.788,0
level,4.789,0
level,4.790,0
level,4.791,0
level,4.792,0
level,4.793,0
level,4.794,0
level,4.795,0
level,4.796,0
level,4.797,0
level,4.798,0
level,4.799,0
level,4.800,0
level,4.801,0
level,4.802,0
level,4.803,0
level,4.804,0
level,4.805,0
level,4.806,0
level,4.807,0
level,4.808,0
level,4.809,0
level,4.810,0
level,4.811,0
level,4.812,0
level,4.813,0
level,4.814,0
level,4.815,0
level,4.816,0
level,4.817,0
level,4.818,0
level,4.819,0
level,4.820,0
level,4.821,0
level,4.822,0
level,4.823,0
level,4.824,0
level,4.825,0
level,4.826,0
level,4.827,0
level,4.828,0
level,4.829,0
level,4.830,0
level,4.831,0
level,4.832,0
level,4.833,0
level,4.834,0
level,4.835,0
level,4.836,0
level,4.837,0
level,4.838,0
level,4.839,0
level,4.840,0
level,4.841,0
level,4.842,0
level,4.843,0
level,4.844,0
level,4.845,0
level,4.846,0
level,4.847,0
level,4.848,0
level,4.849,0
level,4.850,0
level,4.851,0
level,4.852,0
level,4.853,0
level,4.854,0
level,4.855,0
level,4.856,0
level,4.857,0
level,4.858,0
level,4.859,0
level,4.860,0
level,4.861,0
level,4.862,0
level,4.863,0
level,4.864,0
level,4.865,0
level,4.866,0
level,4.867,0
level,4.868,0
level,4.869,0
level,4.870,0
level,4.871,0
level,4.872,0
level,4.873,0
level,4.874,0
level,4.875,0
level,4.876,0
level,4.877,0
level,4.878,0
level,4.879,0
level,4.880,0
level,4.881,0
level,4.882,0
level,4.883,0
level,4.884,0
level,4.885,0
level,4.886,0
level,4.887,0
level,4.888,0
level,4.889,0
level,4.890,0
level,4.891,0
level,4.892,0
level,4.893,0
level,4.894,0
level,4.895,0
level,4.896,0
level,4.897,0
level,4.898,0
level,4.899,0
level,4.900,0
level,4.901,0
level,4.902,0
level,4.903,0
level,4.904,0
level,4.905,0
level,4.906,0
level,4.907,0
level,4.908,0
level,4.909,0
level,4.910,0
level,4.911,0
level,4.912,0
level,4.913,0
level,4.914,0
level,4.915,0
level,4.916,0
level,4.917,0
level,4.918,0
level,4.919,0
level,4.920,0
level,4.921,0
level,4.922,0
level,4.923,0
level,4.924,0
level,4.925,0
level,4.926,0
level,4.927,0
level,4.928,0
level,4.929,0
level,4.930,0
level,4.931,0
level,4.932,0
level,4.933,0
level,4.934,0
level,4.935,0
level,4.936,0
level,4.937,0
level,4.938,0
level,4.939,0
level,4.940,0
level,4.941,0
level,4.942,0
level,4.943,0
level,4.944,0
level,4.945,0
level,4.946,0
level,4.947,0
level,4.948,0
level,4.949,0
level,4.950,0
level,4.951,0
level,4.952,0
level,4.953,0
level,4.954,0
level,4.955,0
level,4.956,0
level,4.957,0
level,4.958,0
level,4.959,0
level,4.960,0
level,4.961,0
level,4.962,0
level,4.963,0
level,4.964,0
level,4.965,0
level,4.966,0
level,4.967,0
level,4.968,0
level,4.969,0
level,4.970,0
level,4.971,0
level,4.972,0
level,4.973,0
level,4.974,0
level,4.975,0
level,4.976,0
level,4.977,0
level,4.978,0
level,4.979,0
level,4.980,0
level,4.981,0
level,4.982,0
level,4.983,0
level,4.984,0
level,4.985,0
level,4.986,0
level,4.987,0
level,4.988,0
level,4.989,0
level,4.990,0
level,4.991,0
level,4.992,0
level,4.993,0
level,4.994,0
level,4.995,0
level,4.996,0
level,4.997,0
level,4.998,0
level,4.999,0
level,5.000,0
level,5.001,0
level,5.002,0
level,5.003,0
level,5.004,0
level,5.005,0
level,5.006,0
level,5.007,0
level,5.008,0
level,5.009,0
level,5.010,0
level,5.011,0
level,5.012,0
level,5.013,0
level,5.014,0
level,5.015,0
level,5.016,0
level,5.017,0
level,5.018,0
level,5.019,0
level,5.020,0
level,5.021,0
level,5.022,0
level,5.023,0
level,5.024,0
level,5.025,0
level,5.026,0
level,5.027,0
level,5.028,0
level,5.029,0
level,5.030,0
level,5.031,0
level,5.032,0
level,5.033,0
level,5.034,0
level,5.035,0
level,5.036,0
level,5.037,0
level,5.038,0
level,5.039,0
level,5.040,0
level,5.041,0
level,5.042,0
level,5.043,0
level,5.044,0
level,5.045,0
level,5.046,0
level,5.047,0
level,5.048,0
level,5.049,0
level,5.050,0
level,5.051,0
level,5.052,0
level,5.053,0
level,5.054,0
level,5.055,0
level,5.056,0
level,5.057,0
level,5.058,0
level,5.059,0
level,5.060,0
level,5.061,0
level,5.062,0
level,5.063,0
level,5.064,0
level,5.065,0
level,5.066,0
level,5.067,0
level,5.068,0
level,5.069,0
level,5.070,0
level,5.071,0
level,5.072,0
level,5.073,0
level,5.074,0
level,5.075,0
level,5.076,0
level,5.077,0
level,5.078,0
level,5.079,0
level,5.080,0
level,5.081,0
level,5.082,0
level,5.083,0
level,5.084,0
level,5.085,0
level,5.086,0
level,5.087,0
level,5.088,0
level,5.089,0
level,5.090,0
level,5.091,0
level,5.092,0
level,5.093,0
level,5.094,0
level,5.095,0
level,5.096,0
level,5.097,0
level,5.098,0
level,5.099,0
level,5.100,0
level,5.101,0
level,5.102,0
level,5.103,0
level,5.104,0
level,5.105,0
level,5.106,0
level,5.107,0
level,5.108,0
level,5.109,0
level,5.110,0
level,5.111,0
level,5.112,0
level,5.113,0
level,5.114,0
level,5.115,0
level,5.116,0
level,5.117,0
level,5.118,0
level,5.119,0
level,5.120,0
level,5.121,0
level,5.122,0
level,5.123,0
level,5.124,0
level,5.125,0
level,5.126,0
level,5.127,0
level,5.128,0
level,5.129,0
level,5.130,0
level,5.131,0
level,5.132,0
level,5.133,0
level,5.134,0
level,5.135,0
level,5.136,0
level,5.137,0
level,5.138,0
level,5.139,0
level,5.140,0
level,5.141,0
level,5.142,0
level,5.143,0
level,5.144,0
level,5.145,0
level,5.146,0
level,5.147,0
level,5.148,0
level,5.149,0
level,5.150,0
level,5.151,0
level,5.152,0
level,5.153,0
level,5.154,0
level,5.155,0
level,5.156,0
level,5.157,0
level,5.158,0
level,5.159,0
level,5.160,0
level,5.161,0
level,5.162,0
level,5.163,0
level,5.164,0
level,5.165,0
level,5.166,0
level,5.167,0
level,5.168,0
level,5.169,0
level,5.170,0
level,5.171,0
level,5.172,0
level,5.173,0
level,5.174,0
level,5.175,0
level,5.176,0
level,5.177,0
level,5.178,0
level,5.179,0
level,5.180,0
level,5.181,0
level,5.182,0
level,5.183,0
level,5.184,0
level,5.185,0
level,5.186,0
level,5.187,0
level,5.188,0
level,5.189,0
level,5.190,0
level,5.191,0
level,5.192,0
level,5.193,0
level,5.194,0
level,5.195,0
level,5.196,0
level,5.197,0
level,5.198,0
level,5.199,0
level,5.200,0
level,5.201,0
level,5.202,0
level,5.203,0
level,5.204,0
level,5.205,0
level,5.206,0
level,5.207,0
level,5.208,0
level,5.209,0
level,5.210,0
level,5.211,0
level,5.212,0
level,5.213,0
level,5.214,0
level,5.215,0
level,5.216,0
level,5.217,0
level,5.218,0
level,5.219,0
level,5.220,0
level,5.221,0
level,5.222,0
level,5.223,0
level,5.224,0
level,5.225,0
level,5.226,0
level,5.227,0
level,5.228,0
level,5.229,0
level,5.230,0
level,5.231,0
level,5.232,0
level,5.233,0
level,5.234,0
level,5.235,0
level,5.236,0
level,5.237,0
level,5.238,0
level,5.239,0
level,5.240,0
level,5.241,0
level,5.242,0
level,5.243,0
level,5.244,0
level,5.245,0
level,5.246,0
level,5.247,0
level,5.248,0
level,5.249,0
level,5.250,0
level,5.251,0
level,5.252,0
level,5.253,0
level,5.254,0
level,5.255,0
level,5.256,0
level,5.257,0
level,5.258,0
level,5.259,0
level,5.260,0
level,5.261,0
level,5.262,0
level,5.263,0
level,5.264,0
level,5.265,0
level,5.266,0
level,5.267,0
level,5.268,0
level,5.269,0
level,5.270,0
level,5.271,0
level,5.272,0
level,5.273,0
level,5.274,0
level,5.275,0
level,5.276,0
level,5.277,0
level,5.278,0
level,5.279,0
level,5.280,0
level,5.281,0
level,5.282,0
level,5.283,0
level,5.284,0
level,5.285,0
level,5.286,0
level,5.287,0
level,5.288,0
level,5.289,0
level,5.290,0
level,5.291,0
level,5.292,0
level,5.293,0
level,5.294,0
level,5.295,0
level,5.296,0
level,5.297,0
level,5.298,0
level,5.299,0
level,5.300,0
level,5.301,0
level,5.302,0
level,5.303,0
level,5.304,0
level,5.305,0
level,5.306,0
level,5.307,0
level,5.308,0
level,5.309,0
level,5.310,0
level,5.311,0
level,5.312,0
level,5.313,0
level,5.314,0
level,5.315,0
level,5.316,0
level,5.317,0
level,5.318,0
level,5.319,0
level,5.320,0
level,5.321,0
level,5.322,0
level,5.323,0
level,5.324,0
level,5.325,0
level,5.326,0
level,5.327,0
level,5.328,0
level,5.329,0
level,5.330,0
level,5.331,0
level,5.332,0
level,5.333,0
level,5.334,0
level,5.335,0
level,5.336,0
level,5.337,0
level,5.338,0
level,5.339,0
level,5.340,0
level,5.341,0
level,5.342,0
level,5.343,0
level,5.344,0
level,5.345,0
level,5.346,0
level,5.347,0
level,5.348,0
level,5.349,0
level,5.350,0
level,5.351,0
level,5.352,0
level,5.353,0
level,5.354,0
level,5.355,0
level,5.356,0
level,5.357,0
level,5.358,0
level,5.359,0
level,5.360,0
level,5.361,0
level,5.362,0
level,5.363,0
level,5.364,0
level,5.365,0
level,5.366,0
level,5.367,0
level,5.368,0
level,5.369,0
level,5.370,0
level,5.371,0
level,5.372,0
level,5.373,0
level,5.374,0
level,5.375,0
level,5.376,0
level,5.377,0
level,5.378,0
level,5.379,0
level,5.380,0
level,5.381,0
level,5.382,0
level,5.383,0
level,5.384,0
level,5.385,0
level,5.386,0
level,5.387,0
level,5.388,0
level,5.389,0
level,5.390,0
level,5.391,0
level,5.392,0
level,5.393,0
level,5.394,0
level,5.395,0
level,5.396,0
level,5.397,0
level,5.398,0
level,5.399,0
level,5.400,0
level,5.401,0
level,5.402,0
level,5.403,0
level,5.404,0
level,5.405,0
level,5.406,0
level,5.407,0
level,5.408,0
level,5.409,0
level,5.410,0
level,5.411,0
level,5.412,0
level,5.413,0
level,5.414,0
level,5.415,0
level,5.416,0
level,5.417,0
level,5.418,0
level,5.419,0
level,5.420,0
level,5.421,0
level,5.422,0
level,5.423,0
level,5.424,0
level,5.425,0
level,5.426,0
level,5.427,0
level,5.428,0
level,5.429,0
level,5.430,0
level,5.431,0
level,5.432,0
level,5.433,0
level,5.434,0
level,5.435,0
level,5.436,0
level,5.437,0
level,5.438,0
level,5.439,0
level,5.440,0
level,5.441,0
level,5.442,0
level,5.443,0
level,5.444,0
level,5.445,0
level,5.446,0
level,5.447,0
level,5.448,0
level,5.449,0
level,5.450,0
level,5.451,0
level,5.452,0
level,5.453,0
level,5.454,0
level,5.455,0
level,5.456,0
level,5.457,0
level,5.458,0
level,5.459,0
level,5.460,0
level,5.461,0
level,5.462,0
level,5.463,0
level,5.464,0
level,5.465,0
level,5.466,0
level,5.467,0
level,5.468,0
level,5.469,0
level,5.470,0
level,5.471,0
level,5.472,0
level,5.473,0
level,5.474,0
level,5.475,0
level,5.476,0
level,5.477,0
level,5.478,0
level,5.479,0
level,5.480,0
level,5.481,0
level,5.482,0
level,5.483,0
level,5.484,0
level,5.485,0
level,5.486,0
level,5.487,0
level,5.488,0
level,5.489,0
level,5.490,0
level,5.491,0
level,5.492,0
level,5.493,0
level,5.494,0
level,5.495,0
level,5.496,0
level,5.497,0
level,5.498,0
level,5.499,0
level,5.500,0
level,5.501,0
level,5.502,0
level,5.503,0
level,5.504,0
level,5.505,0
level,5.506,0
level,5.507,0
level,5.508,0
level,5.509,0
level,5.510,0
level,5.511,0
level,5.512,0
level,5.513,0
level,5.514,0
level,5.515,0
level,5.516,0
level,5.517,0
level,5.518,0
level,5.519,0
level,5.520,0
level,5.521,0
level,5.522,0
level,5.523,0
level,5.524,0
level,5.525,0
level,5.526,0
level,5.527,0
level,5.528,0
level,5.529,0
level,5.530,0
level,5.531,0
level,5.532,0
level,5.533,0
level,5.534,0
level,5.535,0
level,5.536,0
level,5.537,0
level,5.538,0
level,5.539,0
level,5.540,0
level,5.541,0
level,5.542,0
level,5.543,0
level,5.544,0
level,5.545,0
level,5.546,0
level,5.547,0
level,5.548,0
level,5.549,0
level,5.550,0
level,5.551,0
level,5.552,0
level,5.553,0
level,5.554,0
level,5.555,0
level,5.556,0
level,5.557,0
level,5.558,0
level,5.559,0
level,5.560,0
level,5.561,0
level,5.562,0
level,5.563,0
level,5.564,0
level,5.565,0
level,5.566,0
level,5.567,0
level,5.568,0
level,5.569,0
level,5.570,0
level,5.571,0
level,5.572,0
level,5.573,0
level,5.574,0
level,5.575,0
level,5.576,0
level,5.577,0
level,5.578,0
level,5.579,0
level,5.580,0
level,5.581,0
level,5.582,0
level,5.583,0
level,5.584,0
level,5.585,0
level,5.586,0
level,5.587,0
level,5.588,0
level,5.589,0
level,5.590,0
level,5.591,0
level,5.592,0
level,5.593,0
level,5.594,0
level,5.595,0
level,5.596,0
level,5.597,0
level,5.598,0
level,5.599,0
level,5.600,0
level,5.601,0
level,5.602,0
level,5.603,0
level,5.604,0
level,5.605,0
level,5.606,0
level,5.607,0
level,5.608,0
level,5.609,0
level,5.610,0
level,5.611,0
level,5.612,0
level,5.613,0
level,5.614,0
level,5.615,0
level,5.616,0
level,5.617,0
level,5.618,0
level,5.619,0
level,5.620,0
level,5.621,0
level,5.622,0
level,5.623,0
level,5.624,0
level,5.625,0
level,5.626,0
level,5.627,0
level,5.628,0
level,5.629,0
level,5.630,0
level,5.631,0
level,5.632,0
level,5.633,0
level,5.634,0
level,5.635,0
level,5.636,0
level,5.637,0
level,5.638,0
level,5.639,0
level,5.640,0
level,5.641,0
level,5.642,0
level,5.643,0
level,5.644,0
level,5.645,0
level,5.646,0
level,5.647,0
level,5.648,0
level,5.649,0
level,5.650,0
level,5.651,0
level,5.652,0
level,5.653,0
level,5.654,0
level,5.655,0
level,5.656,0
level,5.657,0
level,5.658,0
level,5.659,0
level,5.660,0
level,5.661,0
level,5.662,0
level,5.663,0
level,5.664,0
level,5.665,0
level,5.666,0
level,5.667,0
level,5.668,0
level,5.669,0
level,5.670,0
level,5.671,0
level,5.672,0
level,5.673,0
level,5.674,0
level,5.675,0
level,5.676,0
level,5.677,0
level,5.678,0
level,5.679,0
level,5.680,0
level,5.681,0
level,5.682,0
level,5.683,0
level,5.684,0
level,5.685,0
level,5.686,0
level,5.687,0
level,5.688,0
level,5.689,0
level,5.690,0
level,5.691,0
level,5.692,0
level,5.693,0
level,5.694,0
level,5.695,0
level,5.696,0
level,5.697,0
level,5.698,0
level,5.699,0
level,5.700,0
level,5.701,0
level,5.702,0
level,5.703,0
level,5.704,0
level,5.705,0
level,5.706,0
level,5.707,0
level,5.708,0
level,5.709,0
level,5.710,0
level,5.711,0
level,5.712,0
level,5.713,0
level,5.714,0
level,5.715,0
level,5.716,0
level,5.717,0
level,5.718,0
level,5.719,0
level,5.720,0
level,5.721,0
level,5.722,0
level,5.723,0
level,5.724,0
level,5.725,0
level,5.726,0
level,5.727,0
level,5.728,0
level,5.729,0
level,5.730,0
level,5.731,0
level,5.732,0
level,5.733,0
level,5.734,0
level,5.735,0
level,5.736,0
level,5.737,0
level,5.738,0
level,5.739,0
level,5.740,0
level,5.741,0
level,5.742,0
level,5.743,0
level,5.744,0
level,5.745,0
level,5.746,0
level,5.747,0
level,5.748,0
level,5.749,0
level,5.750,0
level,5.751,0
level,5.752,0
level,5.753,0
level,5.754,0
level,5.755,0
level,5.756,0
level,5.757,0
level,5.758,0
level,5.759,0
level,5.760,0
level,5.761,0
level,5.762,0
level,5.763,0
level,5.764,0
level,5.765,0
level,5.766,0
level,5.767,0
level,5.768,0
level,5.769,0
level,5.770,0
level,5.771,0
level,5.772,0
level,5.773,0
level,5.774,0
level,5.775,0
level,5.776,0
level,5.777,0
level,5.778,0
level,5.779,0
level,5.780,0
level,5.781,0
level,5.782,0
level,5.783,0
level,5.784,0
level,5.785,0
level,5.786,0
level,5.787,0
level,5.788,0
level,5.789,0
level,5.790,0
level,5.791,0
level,5.792,0
level,5.793,0
level,5.794,0
level,5.795,0
level,5.796,0
level,5.797,0
level,5.798,0
level,5.799,0
level,5.800,0
level,5.801,0
level,5.802,0
level,5.803,0
level,5.804,0
level,5.805,0
level,5.806,0
level,5.807,0
level,5.808,0
level,5.809,0
level,5.810,0
level,5.811,0
level,5.812,0
level,5.813,0
level,5.814,0
level,5.815,0
level,5.816,0
level,5.817,0
level,5.818,0
level,5.819,0
level,5.820,0
level,5.821,0
level,5.822,0
level,5.823,0
level,5.824,0
level,5.825,0
level,5.826,0
level,5.827,0
level,5.828,0
level,5.829,0
level,5.830,0
level,5.831,0
level,5.832,0
level,5.833,0
level,5.834,0
level,5.835,0
level,5.836,0
level,5.837,0
level,5.838,0
level,5.839,0
level,5.840,0
level,5.841,0
level,5.842,0
level,5.843,0
level,5.844,0
level,5.845,0
level,5.846,0
level,5.847,0
level,5.848,0
level,5.849,0
level,5.850,0
level,5.851,0
level,5.852,0
level,5.853,0
level,5.854,0
level,5.855,0
level,5.856,0
level,5.857,0
level,5.858,0
level,5.859,0
level,5.860,0
level,5.861,0
level,5.862,0
level,5.863,0
level,5.864,0
level,5.865,0
level,5.866,0
level,5.867,0
level,5.868,0
level,5.869,0
level,5.870,0
level,5.871,0
level,5.872,0
level,5.873,0
level,5.874,0
level,5.875,0
level,5.876,0
level,5.877,0
level,5.878,0
level,5.879,0
level,5.880,0
level,5.881,0
level,5.882,0
level,5.883,0
level,5.884,0
level,5.885,0
level,5.886,0
level,5.887,0
level,5.888,0
level,5.889,0
level,5.890,0
level,5.891,0
level,5.892,0
level,5.893,0
level,5.894,0
level,5.895,0
level,5.896,0
level,5.897,0
level,5.898,0
level,5.899,0
level,5.900,0
level,5.901,0
level,5.902,0
level,5.903,0
level,5.904,0
level,5.905,0
level,5.906,0
level,5.907,0
level,5.908,0
level,5.909,0
level,5.910,0
level,5.911,0
level,5.912,0
level,5.913,0
level,5.914,0
level,5.915,0
level,5.916,0
level,5.917,0
level,5.918,0
level,5.919,0
level,5.920,0
level,5.921,0
level,5.922,0
level,5.923,0
level,5.924,0
level,5.925,0
level,5.926,0
level,5.927,0
level,5.928,0
level,5.929,0
level,5.930,0
level,5.931,0
level,5.932,0
level,5.933,0
level,5.934,0
level,5.935,0
level,5.936,0
level,5.937,0
level,5.938,0
level,5.939,0
level,5.940,0
level,5.941,0
level,5.942,0
level,5.943,0
level,5.944,0
level,5.945,0
level,5.946,0
level,5.947,0
level,5.948,0
level,5.949,0
level,5.950,0
level,5.951,0
level,5.952,0
level,5.953,0
level,5.954,0
level,5.955,0
level,5.956,0
level,5.957,0
level,5.958,0
level,5.959,0
level,5.960,0
level,5.961,0
level,5.962,0
level,5.963,0
level,5.964,0
level,5.965,0
level,5.966,0
level,5.967,0
level,5.968,0
level,5.969,0
level,5.970,0
level,5.971,0
level,5.972,0
level,5.973,0
level,5.974,0
level,5.975,0
level,5.976,0
level,5.977,0
level,5.978,0
level,5.979,0
level,5.980,0
level,5.981,0
level,5.982,0
level,5.983,0
level,5.984,0
level,5.985,0
level,5.986,0
level,5.987,0
level,5.988,0
level,5.989,0
level,5.990,0
level,5.991,0
level,5.992,0
level,5.993,0
level,5.994,0
level,5.995,0
level,5.996,0
level,5.997,0
level,5.998,0
level,5.999,0
level,6.000,0
level,6.001,0
level,6.002,0
level,6.003,0
level,6.004,0
level,6.005,0
level,6.006,0
level,6.007,0
level,6.008,0
level,6.009,0
level,6.010,0
level,6.011,0
level,6.012,0
level,6.013,0
level,6.014,0
level,6.015,0
level,6.016,0
level,6.017,0
level,6.018,0
level,6.019,0
level,6.020,0
level,6.021,0
level,6.022,0
level,6.023,0
level,6.024,0
level,6.025,0
level,6.026,0
level,6.027,0
level,6.028,0
level,6.029,0
level,6.030,0
level,6.031,0
level,6.032,0
level,6.033,0
level,6.034,0
level,6.035,0
level,6.036,0
level,6.037,0
level,6.038,0
level,6.039,0
level,6.040,0
level,6.041,0
level,6.042,0
level,6.043,0
level,6.044,0
level,6.045,0
level,6.046,0
level,6.047,0
level,6.048,0
level,6.049,0
level,6.050,0
level,6.051,0
level,6.052,0
level,6.053,0
level,6.054,0
level,6.055,0
level,6.056,0
level,6.057,0
level,6.058,0
level,6.059,0
level,6.060,0
level,6.061,0
level,6.062,0
level,6.063,0
level,6.064,0
level,6.065,0
level,6.066,0
level,6.067,0
level,6.068,0
level,6.069,0
level,6.070,0
level,6.071,0
level,6.072,0
level,6.073,0
level,6.074,0
level,6.075,0
level,6.076,0
level,6.077,0
level,6.078,0
level,6.079,0
level,6.080,0
level,6.081,0
level,6.082,0
level,6.083,0
level,6.084,0
level,6.085,0
level,6.086,0
level,6.087,0
level,6.088,0
level,6.089,0
level,6.090,0
level,6.091,0
level,6.092,0
level,6.093,0
level,6.094,0
level,6.095,0
level,6.096,0
level,6.097,0
level,6.098,0
level,6.099,0
level,6.100,0
level,6.101,0
level,6.102,0
level,6.103,0
level,6.104,0
level,6.105,0
level,6.106,0
level,6.107,0
level,6.108,0
level,6.109,0
level,6.110,0
level,6.111,0
level,6.112,0
level,6.113,0
level,6.114,0
level,6.115,0
level,6.116,0
level,6.117,0
level,6.118,0
level,6.119,0
level,6.120,0
level,6.121,0
level,6.122,0
level,6.123,0
level,6.124,0
level,6.125,0
level,6.126,0
level,6.127,0
level,6.128,0
level,6.129,0
level,6.130,0
level,6.131,0
level,6.132,0
level,6.133,0
level,6.134,0
level,6.135,0
level,6.136,0
level,6.137,0
level,6.138,0
level,6.139,0
level,6.140,0
level,6.141,0
level,6.142,0
level,6.143,0
level,6.144,0
level,6.145,0
level,6.146,0
level,6.147,0
level,6.148,0
level,6.149,0
level,6.150,0
level,6.151,0
level,6.152,0
level,6.153,0
level,6.154,0
level,6.155,0
level,6.156,0
level,6.157,0
level,6.158,0
level,6.159,0
level,6.160,0
level,6.161,0
level,6.162,0
level,6.163,0
level,6.164,0
level,6.165,0
level,6.166,0
level,6.167,0
level,6.168,0
level,6.169,0
level,6.170,0
level,6.171,0
level,6.172,0
level,6.173,0
level,6.174,0
level,6.175,0
level,6.176,0
level,6.177,0
level,6.178,0
level,6.179,0
level,6.180,0
level,6.181,0
level,6.182,0
level,6.183,0
level,6.184,0
level,6.185,0
level,6.186,0
level,6.187,0
level,6.188,0
level,6.189,0
level,6.190,0
level,6.191,0
level,6.192,0
level,6.193,0
level,6.194,0
level,6.195,0
level,6.196,0
level,6.197,0
level,6.198,0
level,6.199,0
level,6.200,0
level,6.201,0
level,6.202,0
level,6.203,0
level,6.204,0
level,6.205,0
level,6.206,0
level,6.207,0
level,6.208,0
level,6.209,0
level,6.210,0
level,6.211,0
level,6.212,0
level,6.213,0
level,6.214,0
level,6.215,0
level,6.216,0
level,6.217,0
level,6.218,0
level,6.219,0
level,6.220,0
level,6.221,0
level,6.222,0
level,6.223,0
level,6.224,0
level,6.225,0
level,6.226,0
level,6.227,0
level,6.228,0
level,6.229,0
level,6.230,0
level,6.231,0
level,6.232,0
level,6.233,0
level,6.234,0
level,6.235,0
level,6.236,0
level,6.237,0
level,6.238,0
level,6.239,0
level,6.240,0
level,6.241,0
level,6.242,0
